User;Type;Time
8;On time;30/08/2017 03:37
8;Auto skipped;30/08/2017 03:54
8;Auto skipped;30/08/2017 04:17
8;On time;30/08/2017 04:44
8;On time;30/08/2017 04:58
8;On time;30/08/2017 05:39
8;On time;30/08/2017 05:52
8;Snoozed;30/08/2017 06:00
8;On time;30/08/2017 06:10
8;Snoozed;30/08/2017 06:49
8;On time;30/08/2017 06:59
8;On time;30/08/2017 07:57
8;Cheated;30/08/2017 08:11
8;Auto skipped;30/08/2017 08:35
8;Cheated;30/08/2017 09:07
8;Snoozed;30/08/2017 09:51
8;Snoozed;30/08/2017 10:01
8;On time;30/08/2017 10:11
8;Snoozed;30/08/2017 10:31
8;Snoozed;30/08/2017 10:41
8;Auto skipped;30/08/2017 10:51
8;Auto skipped;30/08/2017 11:07
8;On time;30/08/2017 11:28
8;On time;30/08/2017 11:41
8;Cheated;30/08/2017 12:09
8;Cheated;30/08/2017 12:46
8;On time;30/08/2017 13:11
8;Skipped;30/08/2017 13:42
8;Cheated;30/08/2017 14:51
8;On time;30/08/2017 15:11
8;Auto skipped;30/08/2017 16:53
8;On time;30/08/2017 17:37
8;Snoozed;30/08/2017 17:46
8;Snoozed;30/08/2017 17:56
8;Auto skipped;30/08/2017 18:06
8;Auto skipped;30/08/2017 18:18
8;On time;30/08/2017 19:10
8;Auto skipped;30/08/2017 19:40
8;Snoozed;30/08/2017 21:12
8;Snoozed;30/08/2017 21:22
8;On time;30/08/2017 21:32
8;Auto skipped;31/08/2017 03:20
8;Auto skipped;31/08/2017 03:27
8;Auto skipped;31/08/2017 03:44
8;Auto skipped;31/08/2017 04:32
8;On time;31/08/2017 04:42
8;On time;31/08/2017 05:12
8;On time;31/08/2017 05:32
8;Skipped;31/08/2017 06:07
8;Snoozed;31/08/2017 06:14
8;On time;31/08/2017 06:24
8;Snoozed;31/08/2017 06:53
8;On time;31/08/2017 07:03
8;Snoozed;31/08/2017 07:50
8;On time;31/08/2017 08:00
8;Snoozed;31/08/2017 08:26
8;On time;31/08/2017 08:36
8;On time;31/08/2017 09:37
8;On time;31/08/2017 10:51
8;Cheated;31/08/2017 12:16
8;On time;31/08/2017 13:46
8;On time;31/08/2017 13:58
8;On time;31/08/2017 15:08
8;Cheated;31/08/2017 15:48
8;On time;31/08/2017 16:59
8;Skipped;31/08/2017 17:16
8;Snoozed;31/08/2017 17:32
8;Snoozed;31/08/2017 17:42
8;Snoozed;31/08/2017 17:52
8;Snoozed;31/08/2017 18:02
8;On time;31/08/2017 18:12
8;Auto skipped;01/09/2017 04:19
8;Auto skipped;01/09/2017 04:40
8;On time;01/09/2017 05:11
8;On time;01/09/2017 05:31
8;On time;01/09/2017 05:49
8;On time;01/09/2017 06:13
8;Skipped;01/09/2017 06:46
8;Skipped;01/09/2017 07:01
8;On time;01/09/2017 07:17
8;Skipped;01/09/2017 07:54
8;On time;01/09/2017 08:06
8;Auto skipped;01/09/2017 08:18
8;Cheated;01/09/2017 08:23
8;Snoozed;01/09/2017 08:58
8;Snoozed;01/09/2017 09:08
8;On time;01/09/2017 09:18
8;Auto skipped;01/09/2017 10:09
8;On time;01/09/2017 10:45
8;On time;01/09/2017 11:35
8;Skipped;01/09/2017 11:48
8;On time;01/09/2017 12:23
8;Cheated;01/09/2017 12:50
8;Skipped;01/09/2017 13:37
8;Skipped;01/09/2017 14:00
8;On time;01/09/2017 14:22
8;Auto skipped;01/09/2017 14:42
8;On time;01/09/2017 15:11
8;On time;01/09/2017 15:44
8;On time;01/09/2017 16:19
8;Auto skipped;01/09/2017 17:03
8;On time;01/09/2017 17:39
8;Cheated;01/09/2017 17:48
8;Auto skipped;01/09/2017 18:08
8;Auto skipped;01/09/2017 18:19
8;Snoozed;01/09/2017 19:03
8;Snoozed;01/09/2017 19:13
8;On time;01/09/2017 19:23
8;Auto skipped;02/09/2017 05:40
8;On time;02/09/2017 05:52
8;Cheated;02/09/2017 06:06
8;On time;02/09/2017 06:23
8;On time;02/09/2017 06:55
8;On time;02/09/2017 07:14
8;Cheated;02/09/2017 07:46
8;Cheated;02/09/2017 08:04
8;Snoozed;02/09/2017 08:44
8;On time;02/09/2017 08:54
8;Snoozed;02/09/2017 09:07
8;Auto skipped;02/09/2017 09:17
8;Auto skipped;02/09/2017 09:41
8;On time;02/09/2017 09:58
8;Auto skipped;02/09/2017 11:20
8;Cheated;02/09/2017 11:27
8;Auto skipped;02/09/2017 12:43
8;On time;02/09/2017 12:57
8;On time;02/09/2017 13:16
8;Auto skipped;02/09/2017 14:03
8;On time;02/09/2017 14:21
8;Auto skipped;02/09/2017 14:30
8;On time;02/09/2017 14:46
8;Skipped;02/09/2017 15:09
8;Cheated;02/09/2017 16:27
8;Cheated;02/09/2017 16:45
8;On time;02/09/2017 17:22
8;Skipped;02/09/2017 18:13
8;Skipped;02/09/2017 18:27
8;Skipped;02/09/2017 18:39
8;Skipped;02/09/2017 18:50
8;Skipped;02/09/2017 19:27
8;Skipped;02/09/2017 19:53
8;On time;03/09/2017 04:04
8;On time;03/09/2017 04:29
8;On time;03/09/2017 04:56
8;On time;03/09/2017 05:07
8;Skipped;03/09/2017 05:30
8;Snoozed;03/09/2017 05:43
8;Snoozed;03/09/2017 05:53
8;On time;03/09/2017 06:03
8;Snoozed;03/09/2017 06:37
8;On time;03/09/2017 06:47
8;Cheated;03/09/2017 08:36
8;On time;03/09/2017 09:05
8;On time;03/09/2017 09:18
8;Snoozed;03/09/2017 09:41
8;Snoozed;03/09/2017 09:51
8;On time;03/09/2017 10:01
8;On time;03/09/2017 10:25
8;On time;03/09/2017 11:11
8;Skipped;03/09/2017 11:24
8;Snoozed;03/09/2017 12:21
8;On time;03/09/2017 12:31
8;Snoozed;03/09/2017 12:36
8;Snoozed;03/09/2017 12:46
8;Snoozed;03/09/2017 12:56
8;Snoozed;03/09/2017 13:06
8;On time;03/09/2017 13:16
8;Skipped;03/09/2017 13:29
8;Cheated;03/09/2017 14:32
8;On time;03/09/2017 15:30
8;On time;03/09/2017 16:10
8;Skipped;03/09/2017 17:10
8;On time;03/09/2017 17:46
8;Skipped;03/09/2017 18:22
8;Skipped;03/09/2017 19:01
8;On time;03/09/2017 19:29
8;Cheated;03/09/2017 19:47
8;Auto skipped;04/09/2017 04:06
8;Auto skipped;04/09/2017 04:18
8;Auto skipped;04/09/2017 04:26
8;Auto skipped;04/09/2017 04:46
8;Cheated;04/09/2017 05:11
8;Cheated;04/09/2017 05:19
8;Cheated;04/09/2017 05:48
8;Skipped;04/09/2017 06:24
8;On time;04/09/2017 06:30
8;On time;04/09/2017 07:00
8;Skipped;04/09/2017 07:30
8;On time;04/09/2017 08:18
8;Skipped;04/09/2017 08:26
8;Snoozed;04/09/2017 09:15
8;On time;04/09/2017 09:25
8;On time;04/09/2017 11:18
8;On time;04/09/2017 11:27
8;On time;04/09/2017 12:07
8;On time;04/09/2017 13:21
8;On time;04/09/2017 14:00
8;Skipped;04/09/2017 14:19
8;Skipped;04/09/2017 14:38
8;Cheated;04/09/2017 14:42
8;On time;04/09/2017 15:44
8;On time;04/09/2017 16:28
8;Skipped;04/09/2017 17:34
8;Skipped;04/09/2017 17:40
8;On time;04/09/2017 18:44
8;On time;04/09/2017 19:03
8;Skipped;04/09/2017 19:36
8;Auto skipped;05/09/2017 04:06
8;On time;05/09/2017 04:16
8;Snoozed;05/09/2017 04:19
8;On time;05/09/2017 04:29
8;On time;05/09/2017 04:47
8;On time;05/09/2017 05:01
8;Skipped;05/09/2017 05:34
8;Skipped;05/09/2017 05:44
8;Auto skipped;05/09/2017 06:25
8;Auto skipped;05/09/2017 06:39
8;Auto skipped;05/09/2017 06:51
8;Auto skipped;05/09/2017 07:04
8;On time;05/09/2017 07:56
8;Snoozed;05/09/2017 08:28
8;Snoozed;05/09/2017 08:38
8;Cheated;05/09/2017 08:45
8;Cheated;05/09/2017 10:02
8;Cheated;05/09/2017 10:30
8;Cheated;05/09/2017 10:48
8;On time;05/09/2017 11:33
8;Snoozed;05/09/2017 11:39
8;On time;05/09/2017 11:49
8;Cheated;05/09/2017 12:33
8;On time;05/09/2017 14:18
8;Snoozed;05/09/2017 14:30
8;On time;05/09/2017 14:40
8;Skipped;05/09/2017 15:20
8;On time;05/09/2017 15:46
8;Skipped;05/09/2017 16:20
8;On time;05/09/2017 16:55
8;Auto skipped;05/09/2017 17:33
8;Auto skipped;05/09/2017 17:39
8;Skipped;05/09/2017 17:55
8;Auto skipped;05/09/2017 18:06
8;Auto skipped;05/09/2017 18:32
8;Auto skipped;05/09/2017 19:36
8;Cheated;05/09/2017 20:17
8;Auto skipped;06/09/2017 03:37
8;Auto skipped;06/09/2017 03:54
8;Auto skipped;06/09/2017 04:17
8;Auto skipped;06/09/2017 04:44
8;Auto skipped;06/09/2017 04:58
8;Cheated;06/09/2017 05:28
8;On time;06/09/2017 05:39
8;On time;06/09/2017 05:52
8;Snoozed;06/09/2017 06:00
8;On time;06/09/2017 06:10
8;On time;06/09/2017 06:49
8;Cheated;06/09/2017 07:09
8;Cheated;06/09/2017 07:29
8;On time;06/09/2017 07:57
8;Skipped;06/09/2017 08:35
8;On time;06/09/2017 09:51
8;Snoozed;06/09/2017 10:04
8;On time;06/09/2017 10:14
8;Auto skipped;06/09/2017 10:31
8;On time;06/09/2017 10:44
8;On time;06/09/2017 11:07
8;Snoozed;06/09/2017 11:28
8;On time;06/09/2017 11:38
8;Skipped;06/09/2017 11:41
8;On time;06/09/2017 13:11
8;Snoozed;06/09/2017 13:42
8;On time;06/09/2017 13:52
8;On time;06/09/2017 15:11
8;Cheated;06/09/2017 16:02
8;Auto skipped;06/09/2017 16:53
8;Cheated;06/09/2017 17:22
8;On time;06/09/2017 17:37
8;Skipped;06/09/2017 17:46
8;On time;06/09/2017 18:18
8;Skipped;06/09/2017 19:10
8;Skipped;06/09/2017 19:40
8;Auto skipped;06/09/2017 21:12
8;Auto skipped;07/09/2017 03:20
8;Auto skipped;07/09/2017 03:27
8;Auto skipped;07/09/2017 03:44
8;Cheated;07/09/2017 04:09
8;On time;07/09/2017 04:32
8;On time;07/09/2017 04:42
8;On time;07/09/2017 05:12
8;On time;07/09/2017 05:32
8;On time;07/09/2017 06:07
8;Skipped;07/09/2017 06:14
8;On time;07/09/2017 06:53
8;Auto skipped;07/09/2017 07:50
8;On time;07/09/2017 08:26
8;On time;07/09/2017 09:37
8;Snoozed;07/09/2017 10:51
8;On time;07/09/2017 11:01
8;On time;07/09/2017 13:46
8;Auto skipped;07/09/2017 13:58
8;Cheated;07/09/2017 14:13
8;On time;07/09/2017 15:08
8;On time;07/09/2017 16:59
8;On time;07/09/2017 17:16
8;Skipped;07/09/2017 17:32
8;Skipped;07/09/2017 17:50
8;Auto skipped;08/09/2017 04:19
8;Auto skipped;08/09/2017 04:40
8;On time;08/09/2017 05:11
8;On time;08/09/2017 05:31
8;On time;08/09/2017 05:49
8;On time;08/09/2017 06:10
8;On time;08/09/2017 06:46
8;On time;08/09/2017 07:01
8;Skipped;08/09/2017 07:17
8;On time;08/09/2017 07:54
8;Skipped;08/09/2017 08:06
8;On time;08/09/2017 08:18
8;On time;08/09/2017 08:58
8;On time;08/09/2017 09:17
8;Snoozed;08/09/2017 10:09
8;On time;08/09/2017 10:19
8;Cheated;08/09/2017 10:25
8;On time;08/09/2017 10:46
8;On time;08/09/2017 11:35
8;Skipped;08/09/2017 11:47
8;Skipped;08/09/2017 12:24
8;Cheated;08/09/2017 13:02
8;On time;08/09/2017 13:37
8;On time;08/09/2017 14:00
8;Skipped;08/09/2017 14:21
8;Auto skipped;08/09/2017 14:42
8;On time;08/09/2017 15:11
8;Skipped;08/09/2017 15:44
8;Skipped;08/09/2017 16:19
8;On time;08/09/2017 17:03
8;On time;08/09/2017 17:39
8;Skipped;08/09/2017 18:08
8;On time;08/09/2017 19:03
8;Auto skipped;09/09/2017 05:40
8;On time;09/09/2017 05:52
8;On time;09/09/2017 06:23
8;On time;09/09/2017 06:55
8;On time;09/09/2017 07:14
8;Cheated;09/09/2017 07:20
8;On time;09/09/2017 08:44
8;On time;09/09/2017 09:07
8;On time;09/09/2017 09:41
8;Skipped;09/09/2017 09:58
8;Snoozed;09/09/2017 11:20
8;Snoozed;09/09/2017 11:30
8;On time;09/09/2017 11:40
8;Cheated;09/09/2017 12:15
8;On time;09/09/2017 12:43
8;On time;09/09/2017 12:57
8;Snoozed;09/09/2017 13:16
8;Auto skipped;09/09/2017 13:26
8;Auto skipped;09/09/2017 14:03
8;Auto skipped;09/09/2017 14:21
8;Auto skipped;09/09/2017 14:30
8;Auto skipped;09/09/2017 14:46
8;Auto skipped;09/09/2017 15:09
8;Cheated;09/09/2017 16:19
8;On time;09/09/2017 17:22
8;On time;09/09/2017 18:13
8;On time;09/09/2017 18:27
8;Skipped;09/09/2017 18:39
8;Skipped;09/09/2017 18:50
8;Skipped;09/09/2017 19:27
8;Auto skipped;09/09/2017 19:53
8;Auto skipped;10/09/2017 04:04
8;Auto skipped;10/09/2017 04:29
8;Auto skipped;10/09/2017 04:54
8;On time;10/09/2017 05:07
8;On time;10/09/2017 05:30
8;On time;10/09/2017 05:43
8;On time;10/09/2017 06:35
8;Cheated;10/09/2017 06:47
8;Cheated;10/09/2017 08:16
8;On time;10/09/2017 09:05
8;On time;10/09/2017 09:18
8;On time;10/09/2017 09:42
8;On time;10/09/2017 10:00
8;Auto skipped;10/09/2017 10:25
8;Auto skipped;10/09/2017 11:11
8;On time;10/09/2017 11:24
8;On time;10/09/2017 12:21
8;Skipped;10/09/2017 12:36
8;Snoozed;10/09/2017 12:49
8;On time;10/09/2017 12:59
8;Skipped;10/09/2017 13:01
8;Skipped;10/09/2017 13:14
8;On time;10/09/2017 13:29
8;Auto skipped;10/09/2017 15:30
8;Auto skipped;10/09/2017 16:10
8;On time;10/09/2017 17:10
8;On time;10/09/2017 17:46
8;Skipped;10/09/2017 18:22
8;Auto skipped;10/09/2017 19:01
8;Skipped;10/09/2017 19:27
8;Auto skipped;11/09/2017 04:06
8;On time;11/09/2017 04:18
8;Snoozed;11/09/2017 04:26
8;On time;11/09/2017 04:36
8;On time;11/09/2017 04:46
8;Cheated;11/09/2017 05:00
8;On time;11/09/2017 06:24
8;Skipped;11/09/2017 06:30
8;Auto skipped;11/09/2017 07:00
8;On time;11/09/2017 07:30
8;On time;11/09/2017 08:18
8;Skipped;11/09/2017 08:26
8;Skipped;11/09/2017 09:15
8;Cheated;11/09/2017 10:10
8;Snoozed;11/09/2017 11:18
8;Snoozed;11/09/2017 11:28
8;Snoozed;11/09/2017 11:38
8;On time;11/09/2017 11:48
8;Skipped;11/09/2017 12:07
8;On time;11/09/2017 13:21
8;On time;11/09/2017 14:00
8;On time;11/09/2017 14:19
8;On time;11/09/2017 14:38
8;Auto skipped;11/09/2017 15:44
8;Cheated;11/09/2017 16:03
8;Skipped;11/09/2017 16:28
8;On time;11/09/2017 17:34
8;Snoozed;11/09/2017 17:40
8;On time;11/09/2017 18:44
8;Skipped;11/09/2017 19:02
8;Skipped;11/09/2017 19:36
8;On time;12/09/2017 04:06
8;On time;12/09/2017 04:13
8;On time;12/09/2017 04:19
8;On time;12/09/2017 04:47
8;Skipped;12/09/2017 04:58
8;On time;12/09/2017 05:34
8;On time;12/09/2017 05:44
8;Snoozed;12/09/2017 06:25
8;Snoozed;12/09/2017 06:35
8;Skipped;12/09/2017 06:45
8;Auto skipped;12/09/2017 06:51
8;Snoozed;12/09/2017 07:04
8;Skipped;12/09/2017 07:14
8;Cheated;12/09/2017 07:37
8;Snoozed;12/09/2017 07:54
8;Snoozed;12/09/2017 08:04
8;On time;12/09/2017 08:14
8;Skipped;12/09/2017 08:28
8;Cheated;12/09/2017 08:44
8;Cheated;12/09/2017 10:51
8;Skipped;12/09/2017 11:33
8;Skipped;12/09/2017 11:39
8;Cheated;12/09/2017 12:31
8;On time;12/09/2017 14:18
8;Snoozed;12/09/2017 14:30
8;Snoozed;12/09/2017 14:40
8;On time;12/09/2017 14:50
8;Skipped;12/09/2017 15:20
8;On time;12/09/2017 15:46
8;Skipped;12/09/2017 16:20
8;Skipped;12/09/2017 16:55
8;On time;12/09/2017 17:33
8;Skipped;12/09/2017 17:39
8;Snoozed;12/09/2017 17:55
8;Snoozed;12/09/2017 18:05
8;Snoozed;12/09/2017 18:15
8;Snoozed;12/09/2017 18:25
8;Auto skipped;12/09/2017 19:36
8;Cheated;12/09/2017 22:03
8;Auto skipped;13/09/2017 03:37
8;Auto skipped;13/09/2017 03:54
8;Auto skipped;13/09/2017 04:17
8;On time;13/09/2017 04:44
8;Snoozed;13/09/2017 04:58
8;On time;13/09/2017 05:08
8;On time;13/09/2017 05:39
8;On time;13/09/2017 05:52
8;Skipped;13/09/2017 06:00
8;On time;13/09/2017 06:49
8;Cheated;13/09/2017 07:13
8;On time;13/09/2017 07:57
8;On time;13/09/2017 08:35
8;On time;13/09/2017 09:52
8;Skipped;13/09/2017 10:04
8;On time;13/09/2017 10:31
8;On time;13/09/2017 10:44
8;On time;13/09/2017 11:07
8;Skipped;13/09/2017 11:28
8;Skipped;13/09/2017 11:41
8;Snoozed;13/09/2017 13:11
8;Snoozed;13/09/2017 13:21
8;On time;13/09/2017 13:31
8;Auto skipped;13/09/2017 13:42
8;Cheated;13/09/2017 14:07
8;Auto skipped;13/09/2017 15:11
8;On time;13/09/2017 16:53
8;On time;13/09/2017 17:37
8;Skipped;13/09/2017 17:46
8;On time;13/09/2017 18:18
8;Skipped;13/09/2017 19:10
8;Skipped;13/09/2017 19:40
8;Auto skipped;13/09/2017 21:12
8;On time;14/09/2017 03:20
8;Snoozed;14/09/2017 03:27
8;On time;14/09/2017 03:37
8;Snoozed;14/09/2017 03:44
8;On time;14/09/2017 03:54
8;On time;14/09/2017 04:32
8;On time;14/09/2017 04:44
8;On time;14/09/2017 05:12
8;Skipped;14/09/2017 05:32
8;On time;14/09/2017 06:07
8;Skipped;14/09/2017 06:14
8;On time;14/09/2017 06:53
8;On time;14/09/2017 07:50
8;Auto skipped;14/09/2017 08:26
8;On time;14/09/2017 09:37
8;Snoozed;14/09/2017 10:51
8;On time;14/09/2017 11:01
8;Cheated;14/09/2017 12:28
8;On time;14/09/2017 13:46
8;Skipped;14/09/2017 13:58
8;On time;14/09/2017 15:08
8;Auto skipped;14/09/2017 16:59
8;Snoozed;14/09/2017 17:16
8;On time;14/09/2017 17:29
8;Skipped;14/09/2017 17:32
8;On time;14/09/2017 17:50
8;Snoozed;15/09/2017 04:19
8;Snoozed;15/09/2017 04:29
8;On time;15/09/2017 04:39
8;Snoozed;15/09/2017 04:40
8;On time;15/09/2017 04:50
8;Cheated;15/09/2017 05:00
8;Snoozed;15/09/2017 05:11
8;Snoozed;15/09/2017 05:21
8;On time;15/09/2017 05:31
8;On time;15/09/2017 05:49
8;On time;15/09/2017 06:10
8;On time;15/09/2017 06:46
8;Auto skipped;15/09/2017 07:01
8;On time;15/09/2017 07:17
8;Cheated;15/09/2017 07:46
8;On time;15/09/2017 08:18
8;On time;15/09/2017 08:58
8;On time;15/09/2017 09:17
8;Skipped;15/09/2017 10:09
8;Auto skipped;15/09/2017 10:45
8;On time;15/09/2017 11:35
8;On time;15/09/2017 11:47
8;Snoozed;15/09/2017 12:23
8;Snoozed;15/09/2017 12:33
8;Friend;15/09/2017 12:46
8;Cheated;15/09/2017 12:59
8;Snoozed;15/09/2017 13:37
8;Snoozed;15/09/2017 13:47
8;On time;15/09/2017 13:57
8;Skipped;15/09/2017 14:00
8;On time;15/09/2017 14:21
8;Skipped;15/09/2017 14:42
8;On time;15/09/2017 15:11
8;Skipped;15/09/2017 15:44
8;On time;15/09/2017 16:19
8;Auto skipped;15/09/2017 17:03
8;On time;15/09/2017 17:39
8;On time;15/09/2017 18:08
8;Skipped;15/09/2017 19:03
8;On time;16/09/2017 05:40
8;On time;16/09/2017 05:52
8;On time;16/09/2017 06:23
8;On time;16/09/2017 06:55
8;On time;16/09/2017 07:14
8;Auto skipped;16/09/2017 08:44
8;On time;16/09/2017 09:07
8;On time;16/09/2017 09:41
8;On time;16/09/2017 09:58
8;Cheated;16/09/2017 10:40
8;On time;16/09/2017 11:20
8;On time;16/09/2017 12:43
8;On time;16/09/2017 12:57
8;On time;16/09/2017 13:16
8;On time;16/09/2017 14:03
8;On time;16/09/2017 14:21
8;Skipped;16/09/2017 14:30
8;Skipped;16/09/2017 14:46
8;Skipped;16/09/2017 15:09
8;On time;16/09/2017 17:22
8;On time;16/09/2017 18:13
8;Skipped;16/09/2017 18:27
8;On time;16/09/2017 18:40
8;Skipped;16/09/2017 18:50
8;Skipped;16/09/2017 19:27
8;Skipped;16/09/2017 19:53
8;Auto skipped;17/09/2017 04:04
8;Auto skipped;17/09/2017 04:29
8;Auto skipped;17/09/2017 04:54
8;Auto skipped;17/09/2017 05:07
8;Snoozed;17/09/2017 05:30
8;Snoozed;17/09/2017 05:40
8;On time;17/09/2017 05:50
8;Cheated;17/09/2017 06:03
8;On time;17/09/2017 06:35
8;Cheated;17/09/2017 07:20
8;On time;17/09/2017 09:05
8;On time;17/09/2017 09:18
8;On time;17/09/2017 09:41
8;On time;17/09/2017 10:00
8;Auto skipped;17/09/2017 10:25
8;On time;17/09/2017 11:11
8;Skipped;17/09/2017 11:24
8;Cheated;17/09/2017 11:55
8;On time;17/09/2017 12:21
8;Snoozed;17/09/2017 12:36
8;On time;17/09/2017 12:46
8;Skipped;17/09/2017 12:49
8;On time;17/09/2017 13:01
8;Skipped;17/09/2017 13:14
8;Auto skipped;17/09/2017 13:29
8;Cheated;17/09/2017 13:38
8;Cheated;17/09/2017 14:25
8;On time;17/09/2017 15:30
8;On time;17/09/2017 16:10
8;On time;17/09/2017 17:10
8;Skipped;17/09/2017 17:46
8;On time;17/09/2017 18:22
8;On time;17/09/2017 19:01
8;On time;17/09/2017 19:28
8;Auto skipped;18/09/2017 04:06
8;On time;18/09/2017 04:18
8;On time;18/09/2017 04:26
8;On time;18/09/2017 04:46
8;Cheated;18/09/2017 05:47
8;Snoozed;18/09/2017 06:24
8;Snoozed;18/09/2017 06:34
8;On time;18/09/2017 06:44
8;On time;18/09/2017 07:00
8;On time;18/09/2017 07:30
8;On time;18/09/2017 08:18
8;On time;18/09/2017 08:26
8;On time;18/09/2017 09:15
8;Cheated;18/09/2017 10:35
8;Skipped;18/09/2017 11:18
8;Skipped;18/09/2017 11:27
8;Skipped;18/09/2017 12:07
8;Snoozed;18/09/2017 13:21
8;Skipped;18/09/2017 13:31
8;On time;18/09/2017 14:00
8;On time;18/09/2017 14:19
8;Auto skipped;18/09/2017 14:38
8;Cheated;18/09/2017 15:03
8;Auto skipped;18/09/2017 15:44
8;On time;18/09/2017 16:28
8;On time;18/09/2017 17:34
8;Auto skipped;18/09/2017 17:40
8;On time;18/09/2017 18:44
8;Skipped;18/09/2017 19:02
8;Skipped;18/09/2017 19:36
8;Auto skipped;19/09/2017 04:06
8;Auto skipped;19/09/2017 04:13
8;Auto skipped;19/09/2017 04:19
8;On time;19/09/2017 04:47
8;On time;19/09/2017 04:58
8;On time;19/09/2017 05:34
8;On time;19/09/2017 05:44
8;On time;19/09/2017 06:25
8;Snoozed;19/09/2017 06:39
8;Snoozed;19/09/2017 06:49
8;Snoozed;19/09/2017 06:59
8;On time;19/09/2017 07:09
8;On time;19/09/2017 07:54
8;Skipped;19/09/2017 08:29
8;Cheated;19/09/2017 10:02
8;Auto skipped;19/09/2017 11:33
8;Auto skipped;19/09/2017 11:39
8;Cheated;19/09/2017 13:42
8;On time;19/09/2017 14:18
8;On time;19/09/2017 14:30
8;On time;19/09/2017 15:20
8;On time;19/09/2017 15:46
8;Auto skipped;19/09/2017 16:20
8;On time;19/09/2017 16:56
8;On time;19/09/2017 17:33
8;On time;19/09/2017 17:39
8;Auto skipped;19/09/2017 17:55
8;Auto skipped;19/09/2017 18:06
8;On time;19/09/2017 18:32
8;Skipped;19/09/2017 19:36
8;Auto skipped;20/09/2017 03:37
8;Auto skipped;20/09/2017 03:54
8;On time;20/09/2017 04:17
8;On time;20/09/2017 04:44
8;On time;20/09/2017 04:58
8;On time;20/09/2017 05:39
8;On time;20/09/2017 06:00
8;On time;20/09/2017 06:49
8;Auto skipped;20/09/2017 07:57
8;Skipped;20/09/2017 08:35
8;Cheated;20/09/2017 08:58
8;On time;20/09/2017 09:51
8;On time;20/09/2017 10:04
8;On time;20/09/2017 10:31
8;Skipped;20/09/2017 10:44
8;Snoozed;20/09/2017 11:07
8;On time;20/09/2017 11:18
8;Auto skipped;20/09/2017 11:28
8;Auto skipped;20/09/2017 11:41
8;Cheated;20/09/2017 12:00
8;Auto skipped;20/09/2017 13:11
8;On time;20/09/2017 13:42
8;Cheated;20/09/2017 13:47
8;Auto skipped;20/09/2017 15:11
8;Cheated;20/09/2017 16:09
8;On time;20/09/2017 16:53
8;On time;20/09/2017 17:38
8;Auto skipped;20/09/2017 17:46
8;Auto skipped;20/09/2017 18:18
8;Skipped;20/09/2017 19:10
8;Skipped;20/09/2017 19:40
8;Auto skipped;20/09/2017 21:12
8;Auto skipped;21/09/2017 03:20
8;Auto skipped;21/09/2017 03:27
8;Auto skipped;21/09/2017 03:44
8;Cheated;21/09/2017 03:49
8;On time;21/09/2017 04:32
8;On time;21/09/2017 04:42
8;On time;21/09/2017 05:12
8;On time;21/09/2017 05:32
8;Skipped;21/09/2017 06:07
8;Snoozed;21/09/2017 06:14
8;On time;21/09/2017 06:24
8;On time;21/09/2017 06:53
8;Auto skipped;21/09/2017 07:50
8;Cheated;21/09/2017 07:57
8;Auto skipped;21/09/2017 08:26
8;Cheated;21/09/2017 08:47
8;On time;21/09/2017 09:37
8;Cheated;21/09/2017 10:17
8;On time;21/09/2017 10:51
8;Cheated;21/09/2017 11:17
8;Cheated;21/09/2017 11:43
8;Cheated;21/09/2017 12:46
8;Auto skipped;21/09/2017 13:46
8;Auto skipped;21/09/2017 13:58
8;On time;21/09/2017 15:08
8;Auto skipped;21/09/2017 16:59
8;On time;21/09/2017 17:16
8;Auto skipped;21/09/2017 17:32
8;On time;21/09/2017 17:50
8;On time;22/09/2017 04:19
8;On time;22/09/2017 04:40
8;Cheated;22/09/2017 04:45
8;On time;22/09/2017 05:11
8;Auto skipped;22/09/2017 05:33
8;On time;22/09/2017 05:49
8;Snoozed;22/09/2017 06:10
8;Snoozed;22/09/2017 06:20
8;Snoozed;22/09/2017 06:30
8;On time;22/09/2017 06:40
8;Skipped;22/09/2017 06:46
8;On time;22/09/2017 07:01
8;On time;22/09/2017 07:17
8;Auto skipped;22/09/2017 08:18
8;On time;22/09/2017 08:58
8;Auto skipped;22/09/2017 09:17
8;On time;22/09/2017 10:09
8;On time;22/09/2017 10:46
8;On time;22/09/2017 11:35
8;Auto skipped;22/09/2017 12:23
8;Cheated;22/09/2017 12:55
8;On time;22/09/2017 13:37
8;On time;22/09/2017 14:00
8;Auto skipped;22/09/2017 14:21
8;Skipped;22/09/2017 14:42
8;On time;22/09/2017 15:11
8;Auto skipped;22/09/2017 15:44
8;On time;22/09/2017 16:19
8;On time;22/09/2017 17:03
8;Auto skipped;22/09/2017 17:39
8;On time;22/09/2017 18:08
8;Auto skipped;22/09/2017 19:03
8;Auto skipped;23/09/2017 05:40
8;Auto skipped;23/09/2017 05:52
8;Cheated;23/09/2017 05:56
8;On time;23/09/2017 06:23
8;On time;23/09/2017 06:55
8;On time;23/09/2017 07:14
8;Cheated;23/09/2017 07:51
8;On time;23/09/2017 08:44
8;On time;23/09/2017 09:07
8;Snoozed;23/09/2017 09:41
8;On time;23/09/2017 09:51
8;Skipped;23/09/2017 09:58
8;Auto skipped;23/09/2017 11:20
8;Cheated;23/09/2017 12:29
8;On time;23/09/2017 12:43
